nothing_prob,throw_prob,swing_prob
0.999997,2.234637e-06,7.267089e-07
0.99785966,0.0017816868,0.00035870518
0.99999475,3.7763414e-06,1.4190172e-06
1.0,1.0914284e-09,4.694525e-10
0.9920189,0.0018241485,0.0061569596
0.9984902,0.0003357349,0.0011740166
0.9995322,0.00034579274,0.00012196382
0.9472689,0.029273577,0.023457592
0.9999758,1.7442886e-05,6.8054906e-06
0.9995753,6.8597e-05,0.00035608662
0.9999554,1.2176082e-05,3.2426542e-05
0.99998784,1.1621571e-05,5.431107e-07
0.9999924,1.2345841e-06,6.434647e-06
0.99999833,6.3543933e-07,1.0951672e-06
0.99999666,1.1162626e-07,3.2534417e-06
0.99999976,1.25978e-09,1.8140918e-07
0.9999862,6.2993213e-06,7.458881e-06
0.9999999,4.220877e-10,1.1111467e-07
0.9999372,1.8980818e-05,4.388093e-05
0.99489224,0.0024411709,0.002666585
0.8637026,0.047089055,0.089208275
1.0,1.9928837e-08,4.3753543e-09
1.0,1.2512524e-13,7.619343e-13
1.0,1.1885816e-10,2.3278356e-10
1.0,3.8245664e-09,2.6318256e-08
1.0,7.6632506e-11,1.7762137e-11
1.0,7.989761e-12,5.2902253e-12
1.0,4.309473e-11,1.0339879e-10
1.0,6.9278684e-12,2.6471655e-12
1.0,3.7020832e-14,7.5959936e-14
1.0,4.946591e-13,3.9984362e-13
1.0,7.720434e-12,2.6345276e-12
1.0,4.072612e-09,1.4460051e-08
1.0,3.0091885e-13,1.083272e-12
1.0,8.8303503e-10,1.029689e-11
1.0,3.3728917e-08,2.3421909e-09
0.9984604,0.00083519163,0.0007044256
0.9999907,4.016544e-06,5.1924444e-06
0.9999858,5.34472e-06,8.864659e-06
0.9999995,4.7666117e-07,2.4742703e-09
0.999972,2.7534075e-05,5.322446e-07
1.0,1.7009132e-09,2.7972165e-09
0.94628197,0.001916728,0.051801395
1.0,3.6099088e-10,1.7244914e-10
1.0,1.3117315e-13,1.1729921e-14
1.0,4.8494583e-11,1.3022959e-09
0.0030823308,0.3149632,0.6819545
0.99991894,8.090589e-05,1.7607888e-07
1.0,1.04731905e-16,9.922367e-16
0.3446252,0.0025236472,0.65285116
0.99985015,2.4790352e-05,0.00012502797
0.9999993,6.675498e-07,3.6949032e-08
0.999461,0.00048748663,5.1505074e-05
0.9999989,9.2097764e-07,1.2249922e-07
0.9979626,0.0010758508,0.0009615465
0.9998399,4.757618e-05,0.00011254867
0.99661046,0.0010846392,0.0023048583
0.9982572,0.00072400837,0.0010187944
0.99998057,1.4065645e-05,5.4110674e-06
0.9999883,8.030514e-06,3.6988222e-06
0.98483986,0.012077107,0.0030830353
0.99857795,0.0006775593,0.00074453314
0.9975254,0.0011589032,0.0013157092
0.99978274,0.00014188731,7.542423e-05
0.9998995,6.520122e-05,3.5252873e-05
0.9994356,0.00020977063,0.00035461955
0.9988765,0.00017439779,0.0009489828
0.98885614,0.0025295662,0.0086142365
0.97307825,0.003739675,0.023182018
0.99898285,0.0006344579,0.00038267704
0.999595,0.0002814762,0.0001235766
0.9996544,6.539308e-05,0.000280214
0.99576664,0.0037439486,0.0004894342
0.9999945,3.94348e-06,1.5868318e-06
0.99999917,3.164748e-07,5.0105945e-07
1.0,5.2989446e-10,5.1559042e-11
1.0,4.5652065e-10,8.9594737e-10
0.9999994,9.564603e-08,4.7237518e-07
1.0,3.5916625e-09,1.0512098e-08
0.9999982,1.2945542e-06,4.6533285e-07
0.9999957,1.1464294e-06,3.0612557e-06
1.0,7.4464355e-09,2.6435918e-09
1.0,1.840258e-14,9.911124e-14
1.0,1.8658006e-14,2.6556333e-14
1.0,2.979149e-13,2.2371072e-11
0.9999988,8.526716e-08,1.0461571e-06
1.0,9.083107e-09,1.5642382e-08
0.9999989,7.068397e-08,1.0047507e-06
0.9999995,1.4208416e-07,3.713098e-07
0.9999933,1.1794119e-06,5.536892e-06
0.9999988,2.0786587e-07,9.69685e-07
1.0,5.2197585e-10,6.0349954e-11
1.0,2.87035e-11,4.2726836e-11
1.0,2.2257052e-11,5.1960946e-11
1.0,2.776925e-13,1.0738522e-12
1.0,1.1549767e-13,8.0481065e-13
1.0,1.3095393e-09,7.114711e-10
0.99999964,1.808528e-08,3.3447458e-07
0.9999995,2.6805722e-07,2.6756888e-07
0.99999297,2.1107412e-06,4.8889724e-06
0.9999989,4.7872277e-07,6.254712e-07
0.99999964,8.987704e-08,2.0694075e-07
0.99999714,1.0100811e-06,1.9227546e-06
0.999997,7.7230516e-07,2.3228704e-06
0.99999034,1.9645574e-06,7.707465e-06
0.9999975,8.794296e-07,1.6675691e-06
0.99999964,1.6763657e-07,2.6252383e-07
1.0,9.475914e-10,3.6320627e-11
1.0,3.467365e-11,1.1097579e-10
0.9990312,0.0008463434,0.00012248698
0.9976496,0.00017989146,0.002170493
0.9999299,5.2406835e-05,1.7681632e-05
1.0,3.273508e-10,5.970212e-09
0.99997747,2.613138e-07,2.233853e-05
0.9999987,7.863658e-07,4.4158224e-07
0.99870396,0.00047371112,0.0008223426
0.8946482,0.02792498,0.077426754
0.996514,0.0009947199,0.0024912127
0.99876934,0.0006079809,0.00062268105
0.99975866,0.00011247107,0.00012882838
0.999887,3.572994e-05,7.723749e-05
0.9998148,6.75153e-05,0.00011776933
0.99961627,7.4077456e-05,0.00030953303
0.98094064,0.0019426477,0.017116735
0.97830313,0.002701342,0.01899558
0.99988973,4.1365165e-05,6.8922236e-05
0.9998161,0.000104234634,7.966714e-05
0.9927624,0.00370593,0.0035317002
0.9685713,0.0212655,0.010163234
0.9955968,0.0027788698,0.0016242675
0.9952302,0.0041266764,0.0006431762
0.99939144,0.00018147417,0.00042716315
0.9999999,5.2454126e-08,9.580126e-08
1.0,5.7392087e-09,8.086221e-09
1.0,9.8073665e-09,3.6139736e-10
1.0,3.4759887e-10,1.0104938e-11
0.99999475,8.3738774e-07,4.387665e-06
0.99430543,0.005481187,0.00021329559
0.9990853,3.344235e-05,0.00088125875
0.9982486,0.001492559,0.0002589472
0.9988543,0.00046927395,0.0006764731
1.0,6.321455e-13,1.9711262e-13
0.981642,0.01822792,0.00013007272
0.9999598,6.9669505e-07,3.9471197e-05
1.0,7.963467e-09,5.1546337e-08
1.0,2.0884312e-09,4.3915427e-12
0.9996087,6.585979e-07,0.00039066374
0.99945277,0.0003041574,0.00024300034
1.0,1.0656297e-08,1.2721872e-08
1.0,3.487291e-10,6.3394e-12
0.99975806,0.00023545085,6.40021e-06
1.0,3.2470497e-13,8.151021e-10
1.0,2.2864914e-08,2.1971258e-10
0.9999558,4.9432276e-07,4.375045e-05
1.0,2.1654402e-10,3.5427365e-09
1.0,5.9282856e-12,1.15045e-09
1.0,1.030558e-10,1.0473047e-13
0.9999844,5.2965847e-06,1.0393389e-05
0.9999999,1.5833223e-07,2.0815879e-08
0.9999279,8.129614e-06,6.40102e-05
0.99999416,5.130608e-06,7.0603636e-07
0.99967027,0.00015392767,0.00017579157
1.0,2.29228e-13,9.782243e-12
0.9951794,0.00033785598,0.004482693
1.0,3.1264673e-08,4.436558e-09
0.99999833,1.6093234e-06,1.0399366e-08
0.99999917,7.4825425e-07,1.07112925e-07
1.0,2.409117e-09,1.210294e-10
0.99994326,5.660924e-05,6.0772386e-08
0.98067445,0.011757846,0.007567625
0.9996625,0.00032810698,9.410131e-06
1.0,1.6402924e-12,1.0795527e-09
0.9111479,0.08747979,0.0013722947
0.9999788,7.22948e-06,1.3981965e-05
0.99301153,0.0026117985,0.004376567
0.9997851,3.0723837e-05,0.00018411691
0.99984396,0.00010984739,4.612369e-05
0.9996371,0.00030405197,5.8904723e-05
0.98455065,0.008781662,0.0066677066
0.99951446,0.00038450133,0.000101069556
0.9999721,1.2752535e-05,1.5149298e-05
0.9995691,6.9928115e-05,0.00036097292
0.99502087,0.0010049563,0.003974225
0.99993896,3.3968165e-05,2.7104623e-05
0.99990463,6.1051105e-05,3.4327884e-05
0.99921405,0.000459789,0.00032618063
0.9908144,0.008048299,0.0011372927
0.9997087,0.00011068288,0.000180538
0.9999528,2.7831098e-05,1.945323e-05
0.99838054,0.00012650837,0.0014929555
0.9999089,5.8119167e-05,3.288763e-05
0.9999881,5.3158697e-06,6.511921e-06
0.9999976,1.1327727e-06,1.2168523e-06
0.9999989,8.5750696e-07,2.810886e-07
0.99999905,6.8451504e-07,2.806127e-07
0.99999976,9.198667e-08,5.974429e-08
0.99999976,1.1088854e-07,9.4853064e-08
0.9999993,3.747369e-07,3.2907735e-07
0.99999964,2.0808936e-07,1.581882e-07
0.9999994,2.8870454e-07,3.125415e-07
0.99999034,5.52525e-06,4.188885e-06
0.9989266,0.00055503554,0.00051838724
0.9997967,1.3131734e-05,0.00019019798
0.9999404,2.0923346e-06,5.7409747e-05
0.9956332,2.978982e-05,0.0043369527
0.99469453,5.8508034e-05,0.005247011
0.9941673,8.745021e-06,0.005823839
0.9996288,2.3832892e-07,0.00037096711
0.9997689,8.021472e-05,0.00015084315
0.999967,2.6970163e-05,6.1054006e-06
1.0,1.9558849e-12,2.1171741e-11
1.0,3.2837604e-12,1.1963705e-12
0.9999509,1.0082717e-05,3.892355e-05
0.9999896,7.484716e-06,2.9074597e-06
1.0,1.9284267e-14,1.136652e-13
1.0,3.256286e-12,8.936475e-12
1.0,4.6034916e-12,5.8331825e-12
1.0,1.0632014e-12,4.8469936e-13
1.0,1.960136e-11,2.3944915e-11
0.99999833,6.986034e-07,9.080546e-07
0.99996865,2.333822e-06,2.897162e-05
1.0,1.7429811e-12,9.568039e-12
1.0,2.2839237e-12,5.6854096e-12
1.0,4.5937204e-12,2.0328327e-12
1.0,3.4014697e-10,2.723177e-10
1.0,1.6746011e-12,2.760399e-11
1.0,8.0268014e-12,2.4989073e-11
1.0,2.5668798e-09,5.171843e-10
0.99334854,0.00012324774,0.0065281517
0.9999398,3.8105023e-05,2.2006732e-05
0.99984586,0.00014004117,1.4032575e-05
0.9998828,0.00011500943,2.1913777e-06
1.0,1.14266565e-11,7.047313e-11
0.9998883,6.886278e-06,0.00010471644
0.9998826,6.251206e-05,5.4962104e-05
1.0,1.2446846e-10,2.6900517e-09
0.14580463,0.7968049,0.057390466
0.99999607,1.679681e-06,2.2194215e-06
1.0,1.3514474e-11,1.13562874e-10
0.99975187,0.00020195289,4.6107612e-05
1.0,1.0895738e-08,4.406302e-08
0.9245739,0.074864,0.00056213466
0.9982889,0.0003740106,0.0013370033
0.99990237,6.265104e-05,3.491288e-05
0.9950873,0.0023848782,0.002527803
0.99959916,2.8337425e-05,0.00037251526
0.9999876,7.4142686e-06,5.0492063e-06
0.99976975,0.00020377702,2.640434e-05
0.99907255,0.00086808985,5.927149e-05
0.99708587,0.00082661625,0.002087609
0.9999999,6.0829635e-08,1.6967435e-08
1.0,8.512481e-14,2.470013e-13
1.0,4.5086802e-11,3.5537438e-11
1.0,4.238046e-13,4.8864007e-12
1.0,1.1986321e-11,7.857389e-12
1.0,9.411766e-11,8.244833e-11
1.0,3.4380618e-10,1.3058969e-10
1.0,9.684481e-12,9.005054e-12
1.0,7.2191226e-09,3.217636e-09
1.0,2.3241425e-08,3.7478896e-09
1.0,4.9792135e-08,9.631296e-09
1.0,5.617073e-08,1.6933523e-08
1.0,5.340643e-08,1.06141655e-08
1.0,5.4626646e-08,1.1325432e-08
1.0,5.284225e-08,1.5147993e-08
1.0,5.905265e-08,1.98572e-08
1.0,5.189229e-08,1.1592414e-08
1.0,4.0752724e-08,1.342688e-08
0.9999999,4.2180805e-08,6.5860014e-08
0.99999964,1.8944223e-07,1.756612e-07
1.0,1.24689565e-08,7.3469466e-09
0.9999999,9.023778e-08,5.1506134e-08
1.0,6.688233e-09,6.5355685e-09
0.9999988,4.6054475e-07,7.5364807e-07
0.9999994,3.1262437e-07,2.4080865e-07
0.9999995,2.0504733e-07,1.9314271e-07
0.9999995,1.2832405e-07,3.214277e-07
0.99999976,1.5191775e-07,1.5305785e-07
1.0,1.0349749e-09,7.172943e-11
1.0,3.602224e-11,6.01149e-11
0.99217504,0.005711357,0.0021135737
0.99953485,0.00026180255,0.00020333724
0.9989518,0.0005857658,0.00046245116
0.9999982,1.7113194e-06,9.704119e-08
0.99698323,0.0029424515,7.43097e-05
0.9998795,3.71612e-05,8.3285944e-05
0.99812704,0.00043883733,0.0014341968
0.99778974,0.00018816165,0.0020220391
0.9999945,4.0963337e-06,1.4688343e-06
0.999961,2.6646872e-05,1.2330023e-05
0.99999833,7.238711e-07,9.100425e-07
0.9999976,1.5050457e-06,8.2979255e-07
0.99999213,5.834156e-06,2.0290229e-06
0.9999932,6.0228613e-06,7.167507e-07
0.9999976,1.4443197e-07,2.213977e-06
1.0,6.45387e-10,2.4375856e-08
0.99999976,1.10016785e-07,1.2667735e-07
0.9999908,6.557695e-06,2.6633427e-06
0.9999932,4.7240355e-06,2.0485538e-06
0.99999464,3.8087333e-06,1.5256603e-06
0.9999895,5.9600156e-06,4.5688525e-06
0.99889094,0.00038582852,0.0007232727
0.999977,1.546854e-05,7.4679087e-06
0.99999774,5.49429e-07,1.7075788e-06
0.9999999,1.0441558e-08,7.283285e-08
0.9973394,0.002583886,7.6648554e-05
0.99175173,0.0006695703,0.007578772
0.94706774,0.0342605,0.018671758
0.97587675,0.0035739788,0.020549245
0.9998411,4.504789e-05,0.00011379667
0.99792624,0.0012017014,0.0008720268
0.9996606,0.000121985075,0.00021733274
0.9997614,4.1828516e-05,0.00019671199
0.99874485,0.0010875241,0.00016762667
0.99985385,6.444173e-05,8.162546e-05
0.99937785,0.0005569129,6.5217755e-05
0.9999088,1.2220138e-05,7.893863e-05
0.9999877,1.0646107e-05,1.682025e-06
1.0,5.695151e-10,1.1602097e-09
1.0,6.475494e-11,8.9193666e-11
1.0,4.3958462e-14,2.8732062e-13
1.0,3.6094683e-10,3.2949782e-12
1.0,7.862063e-09,4.409336e-12
0.99999726,2.696055e-06,3.7644238e-08
1.0,1.2140348e-10,1.6185544e-14
0.99784815,0.0019230933,0.00022869346
1.0,1.0404715e-09,5.4253275e-11
1.0,2.270481e-12,1.6539459e-12
0.9999999,2.2679953e-09,6.070585e-08
0.99988854,6.119328e-05,5.0244562e-05
1.0,1.8140626e-09,5.095664e-10
0.99984443,4.1043084e-05,0.000114540264
0.99908423,0.0002874341,0.00062832603
0.99547774,0.0024934933,0.0020288376
